id,name,eve_echoes_market_id,cached_lowest_sell,item_type_id
977,Dread Guristas Ballistic Control System,11516000017,,120
981,MK5 Drone Damage Amplifier,11519000006,270000.00,121
982,MK7 Drone Damage Amplifier,11519000008,377777.00,121
983,MK9 Drone Damage Amplifier,11519000010,300000.00,121
984,Bat Drone Damage Amplifier,11519000012,500000.00,121
985,Imperial Navy Drone Damage Amplifier,11519000013,8199987.00,121
986,Federation Navy Drone Damage Amplifier,11519000014,9500000.00,121
987,Dread Guristas Drone Damage Amplifier,11519000017,,121
989,MK9 Small Group Shield Booster Blueprint,61539000010,16000.00,177
990,Nanobot Accelerator II Blueprint,61708000004,400000.00,189
607,Drone Scope Chip III Blueprint,61719010006,180000.00,187
619,Drone Control Range Augmentor I Blueprint,61719030002,12500.00,187
1053,MK7 Omnidirectional Tracking Link,11334000008,368000.00,125
1056,'Hook' Missile Guidance Computer ,11340000021,10700007.00,123
1089,PLEX,28007000000,1805045.75,0
1092,Algos Assault Blueprint,60200000408,2700000.00,172
1096,Moa Guardian Blueprint,60300000101,7800000.00,173
1130,Arbitrator II Covert Ops,10300000315,,13
1431,Gallente Miner,11006100013,,51
1052,MK7 Drone Navigation Computer,11333000008,1150000.00,124
1054,MK5 Missile Guidance Computer,11340000006,90000.00,123
970,True Sansha Warp Scrambler,11347000017,,224
1116,Basic Gyrostabilizer,11501000012,499999.00,118
1057,Federation Navy Damage Control,11502000014,200000.00,234
1059,All-round Damage Control,11502000021,3300000.00,234
1065,MK5 Small Armor Repairer,11503000006,10000.00,96
1066,MK7 Small Armor Repairer,11503000008,20500.00,96
1067,MK9 Small Armor Repairer,11503000010,30000.00,96
1068,Gorget Small Armor Repairer,11503000012,50000.00,96
1069,Imperial Navy Small Armor Repairer,11503000013,1750000.00,96
1070,Coreli C-Type Small Armor Repairer,11503000025,2500000.00,96
1072,Federation Navy Medium Armor Repairer,11503100014,330000.00,97
1074,Federation Navy Large Armor Repairer,11503200014,,98
1075,MK5 Inertial Stabilizer,11520000006,11500.00,114
1076,MK7 Inertial Stabilizer,11520000008,63000.00,114
1077,MK9 Inertial Stabilizer,11520000010,100000.00,114
1079,Basic Inertial Stabilizer,11520000012,115000.00,114
1071,Shadow Serpentis Inertial Stabilizer,11520000017,,114
1080,Synthetic Hull Inertial Stabilizer,11520000021,16000000.00,114
1083,MK3 Reactive Armor Hardener,11529000004,4000.00,102
1104,Oracle Blueprint,60400000304,4350000.00,174
1087,Dark Blood Reactive Armor Hardener,11529000017,,102
1088,MK5 Reactive Shield Hardener,11536000006,9000.00,94
1143,MK7 Reactive Shield Hardener,11536000008,48000.00,94
1122,Yan-Jung Macro Particle Stabilizer,11542000013,,119
1123,'The Departed' Macro Particle Stabilizer,11542000017,,119
1140,Railgun Collision Accelerator III,11700000006,99000000.00,128
1144,Railgun Ambit Extension I,11700010002,28000.00,128
1124,Railgun Discharge Elutriation I,11700020002,12000.00,128
1126,Algid Railgun Administrations Unit I,11700040002,11999.00,128
1127,Laser Collision Accelerator II,11702000004,2249998.00,129
1129,Laser Ambit Extension III,11702010006,950000.00,129
1058,Drone Firepower Augmentor I,11719000002,150000.00,133
1060,Drone Firepower Augmentor II,11719000004,1240000.00,133
1062,Drone Firepower Augmentor III,11719000006,26980000.00,133
1084,Talos Blueprint,60400000404,5775000.00,174
1110,Machariel Blueprint,60500001101,,175
1115,Nestor Blueprint,60500001601,,175
1120,Barghest Blueprint,60500001801,,175
1132,Kryos Blueprint,60600000401,3969420.00,176
1135,Procurer Blueprint,60600001402,1950000.00,176
1138,Venture II Blueprint,60600001407,675000.00,176
1142,MK9 Large Shield Field Module Blueprint,61537200010,550000.00,178
1064,Drone Firepower Augmentor IV,11719000008,,133
1768,Mordu's Legion Ship Debris,44110000000,,169
1093,Algos Sniper Blueprint,60200000410,1600000.00,172
1095,Catalyst Covert Ops Blueprint,60200000411,,172
1097,Moa II Guardian Blueprint,60300000102,10669420.00,173
1114,Blackbird Blueprint,60300000103,6700000.00,173
1055,Osprey Blueprint,60300000105,9969420.00,173
1078,Caracal Blueprint,60300000108,6500000.00,173
1094,Moa Blueprint,60300000109,7689999.00,173
1098,Caracal Navy Issue Blueprint,60300000110,6499000.00,173
1501,Caldari Navy Wasp,14000210012,,61
1121,Merlin Assault,10100000112,36000000.00,5
1051,Heron,10100000116,125727.00,3
1086,Condor II,10100000108,900000.00,4
1119,Condor II Interceptor,10100000110,,4
1085,Kestrel,10100000107,125727.00,3
1099,Bellicose Covert Ops Blueprint,60300000214,8200000.00,173
1100,Bellicose II Covert Ops Blueprint,60300000215,9969420.00,173
1101,Maller Guardian Blueprint,60300000301,1700000.00,173
1117,Maller Blueprint,60300000309,2150503.00,173
1073,Hurricane Blueprint,60400000208,10800000.00,174
1081,Hurricane Prototype Blueprint,60400000211,8999999.00,174
1102,Prophecy Guardian Blueprint,60400000301,13369400.00,174
1103,Prophecy II Guardian Blueprint,60400000302,,174
1105,Oracle II Blueprint,60400000305,8500000.00,174
1106,Harbinger Logistics Blueprint,60400000306,10694200.00,174
1118,Myrmidon Guardian Blueprint,60400000401,17800000.00,174
1082,Myrmidon II Guardian Blueprint,60400000402,,174
1107,Talos II Blueprint,60400000405,11969420.00,174
1108,Typhoon Blueprint,60500000203,20969420.00,175
1109,Rattlesnake Blueprint,60500001001,,175
1111,Bhaalgorn Blueprint,60500001201,,175
1133,Nereus Blueprint,60600000402,6669420.00,176
1134,Nereus II Blueprint,60600000403,,176
1137,Covetor Blueprint,60600001403,,176
1139,Venture III Blueprint,60600001408,650000.00,176
1145,MK5 Small Armor Link Module Blueprint,61538000006,990.00,178
1146,MK7 Medium Group Shield Booster Blueprint,61539100008,168000.00,177
1147,MK9 Medium Group Shield Booster Blueprint,61539100010,600000.00,177
1063,Drone Firepower Augmentor III Blueprint,61719000006,19999000.00,187
890,MK5 Acolyte Blueprint,64000000006,220.00,180
700,MK7 Wasp Blueprint,64000210008,3999.00,182
1172,True Sansha Reactive Shield Hardener,11536000017,,94
1173,Dread Guristas Reactive Shield Hardener,11536000018,,94
1174,Domination Reactive Shield Hardener,11536000019,,94
1175,'Enterprise' Reactive Shield Hardener ,11536000021,850000.00,94
1210,Structure Hangar Array Blueprint,77000000001,8000.00,195
1178,'Mirror' Small Shield Field Module ,11537000021,49995000.00,70
1211,Procurer Wealth Explorer SKIN(permanent),80001802180,,221
1180,'Crucible' Large Shield Field Module,11537200012,5000000.00,72
1183,MK5 Medium Group Shield Booster,11539100006,1150000.00,80
1230,True Sansha Large Pulse Laser,11002710017,,25
1231,Dark Blood Large Pulse Laser,11002710018,,25
1212,Dragoon Trainer Alien Hunter SKIN(permanent),80002000440,45000.00,261
1216,Cormorant Alien Hunter SKIN(permanent),80002100230,,205
1194,Railgun Discharge Elutriation II,11700020004,43999.00,128
1203,'The Returned' Macro Particle Stabilizer,11542000012,254000.00,119
1202,Centum C-Type Large Group Capacitor Transmitter ,11541200024,,87
1199,'Engineer' Medium Group Armor Repairer ,11540100021,,83
1188,'Engineer' Small Group Armor Repairer ,11540000021,,82
1184,MK5 Small Group Armor Repairer,11540000006,55000.00,82
1165,Imperial Navy Small Group Armor Repairer,11540000013,,82
1218,Corax Alien Hunter SKIN(permanent),80002100370,,205
1164,Talwar Sniper,10200000210,26900000.00,11
1167,Thorax II Guardian,10300000402,176999999.00,14
1189,MK5 Medium Group Armor Repairer,11540100006,629999.00,83
1198,Imperial Navy Medium Group Armor Repairer,11540100013,,83
1200,MK7 Large Group Armor Repairer ,11540200008,8500000.00,84
1192,'Prayer' Large Group Capacitor Transmitter ,11541200021,,87
1238,Cannon Burst Aerator I,11704020002,5150000.00,130
1219,Probe Alien Hunter SKIN(permanent),80002300200,,203
1220,Thrasher Alien Hunter SKIN(permanent),80002300250,,207
1223,Talwar Alien Hunter SKIN(permanent),80002300390,,207
1224,Talwar Trainer Alien Hunter SKIN(permanent),80002300470,5000.00,207
1206,Magnate Holy Throne SKIN(permanent),80002400140,,241
1228,Coercer Holy Throne SKIN(permanent),80002400220,,261
1232,Merlin Holy Throne SKIN(permanent),80002500110,,201
1234,Kestrel Holy Throne SKIN(permanent),80002500160,,201
1235,Heron Holy Throne SKIN(permanent),80002500170,,201
1239,Cormorant Holy Throne SKIN(permanent),80002500230,,205
1149,Corax Sniper,10200000110,29000000.00,11
1163,Cormorant Covert Ops,10200000111,,11
1166,Catalyst Covert Ops,10200000411,,11
1168,Vexor Navy Issue,10300000409,51500000.00,12
1169,Thorax,10300000410,57600000.00,12
1170,Vexor Trainer,10300000411,8799998.00,12
1204,MK3 Sensor Dampener,11319000004,15000.00,225
1153,Challenger Reactive Shield Hardener,11536000012,115000.00,94
1157,Republic Fleet Reactive Shield Hardener,11536000014,599000.00,94
1176,'Crucible' Small Shield Field Module,11537000012,3000007.00,70
1177,Republic Fleet Small Shield Field Module,11537000014,,70
1179,Pithum C-Type Medium Shield Field Module,11537100024,,71
1181,'Settler' Small Group Shield Booster,11539000012,,79
1185,MK7 Small Group Armor Repairer,11540000008,90000.00,82
1186,MK9 Small Group Armor Repairer,11540000010,1499997.00,82
1187,'Repairman' Small Group Armor Repairer ,11540000012,,82
1190,MK7 Medium Group Armor Repairer,11540100008,1774247.00,83
1191,MK9 Medium Group Armor Repairer,11540100010,,83
1197,'Repairman' Medium Group Armor Repairer ,11540100012,,83
1201,'Ghost' Large Group Capacitor Transmitter ,11541200012,,87
1193,Railgun Ambit Extension II,11700010004,200000.00,128
1195,Railgun Burst Aerator II,11700030004,28000000.00,128
1196,Railgun Burst Aerator III,11700030006,172000000.00,128
1214,Laser Discharge Elutriation I,11702020002,20000.00,129
1233,Cannon Ambit Extension II,11704010004,500000.00,130
1236,Cannon Ambit Extension III,11704010006,14989898.00,130
1237,Cannon Ambit Extension IV,11704010008,,130
1150,MK9 Large Group Shield Booster  Blueprint,61539200010,21500000.00,177
1151,Capacitor Control Circuit II Blueprint,61711010004,122000000.00,192
1152,Capacitor Control Circuit III Blueprint,61711010006,357999999.00,192
1514,MK9 Ogre,14000220010,9899999.00,61
1154,Ancillary Powergrid Router I Blueprint,61711020002,460000.00,192
1155,Ancillary Powergrid Router II Blueprint,61711020004,11999999.00,192
1156,Ancillary Powergrid Router III Blueprint,61711020006,54000000.00,192
1158,Targeting System Subcontroller I Blueprint,61711030002,1380000.00,192
1159,Targeting System Subcontroller II Blueprint,61711030004,23000000.00,192
1160,Targeting System Subcontroller III Blueprint,61711030006,97000000.00,192
1161,Gravity Capacitor Upgrade I Blueprint,61714000002,,193
1162,Gravity Capacitor Upgrade II Blueprint,61714000004,2500000.00,193
1213,Transverse Bulkhead I Blueprint,61718000002,4999.00,190
1217,Transverse Bulkhead II Blueprint,61718000004,900000.00,190
1221,MK9 Curator Blueprint,64000300010,1175000.00,182
1222,MK9 Warden Blueprint,64000310010,17999000.00,182
1225,MK7 Guard Blueprint,64000320008,400000.00,182
1205,MK7 Bouncer Blueprint,64000330008,320000.00,182
1207,MK9 Bouncer Blueprint,64000330010,1200000.00,182
1208,Capsuleer Outpost Blueprint,73008000000,10000000.00,196
1215,Heron Alien Hunter SKIN(permanent),80002100170,,201
1226,Tormentor Holy Throne SKIN(permanent),80002400100,,241
1240,Corax Holy Throne SKIN(permanent),80002500370,,205
1287,Cannon Ambit Extension I,11704010002,45000.00,130
1241,Blackbird Holy Throne SKIN(permanent),80002501000,,210
1242,Tristan Holy Throne SKIN(permanent),80002600120,,202
1243,Incursus Holy Throne SKIN(permanent),80002600180,,202
1244,Celestis Holy Throne SKIN(permanent),80002601020,,211
1247,Thorax Trainer Holy Throne SKIN(permanent),80002601110,5000.00,211
1248,Rifter Holy Throne SKIN(permanent),80002700130,,203
1298,Shadow Serpentis Small Snubnosed Railgun,11000520017,,32
1292,Stabber Holy Throne SKIN(permanent),80002700680,,212
1265,Cannon Metastasis Adjuster III,11704030006,2600000.00,130
1266,Stabber Trainer Holy Throne SKIN(permanent),80002700720,445000.00,212
1270,Bellicose Holy Throne SKIN(permanent),80002701040,,212
1275,Rupture Trainer Holy Throne SKIN(permanent),80002701120,10000.00,212
1317,Domination Large Autocannon,11004320017,,37
1254,Decomposer Ambit Extension II,11705010004,8500000.00,131
1295,Core Defense Field Extender I,11707030002,250000.00,134
1280,Megathron Striker,10500000401,,22
1282,Dominix,10500000402,648000000.00,22
1289,Rattlesnake,10500001001,,22
1268,Machariel,10500001101,7900000000.00,22
1271,Nestor,10500001601,,22
1272,Barghest,10500001801,,22
1273,Vindicator,10500002001,,22
1091,'Predator' Warp Scrambler,11347000021,,224
1315,Anti-Kinetic Screen Reinforcer I,11707060002,9000.00,134
1321,Corax Trainer Air SKIN(permanent),80502100450,125000000.00,205
1301,Algos Trainer Air SKIN(permanent),80502100460,125000000.00,206
1322,Talwar Trainer Air SKIN(permanent),80502100470,200000000.00,207
1305,Prophecy Air SKIN(permanent),80502101390,300000000.00,239
1323,Cyclone Air SKIN(permanent),80502101420,650000000.00,216
1324,Drake Air SKIN(permanent),80502101670,200000000.00,214
1325,Purifier Fire  SKIN(permanent),80502200750,40000000.00,241
1328,Hound Fire  SKIN(permanent),80502200780,,203
1330,Thorax Water  SKIN(permanent),80502301010,,211
1331,Rupture Water  SKIN(permanent),80502301030,,212
1332,Thorax Trainer Water  SKIN(permanent),80502301110,,211
1333,Rupture Trainer Water  SKIN(permanent),80502301120,80000000.00,212
1279,Apocalypse,10500000303,599999999.00,22
1256,Abaddon,10500000304,,22
1283,Megathron,10500000403,710000000.00,22
1267,Hyperion,10500000404,,22
1293,Bhaalgorn,10500001201,,22
1274,MK3 Small Rifled Railgun,11000020004,900.00,29
1290,MK5 Small Rifled Railgun,11000020006,5000.00,29
1334,MK1 Small Snubnosed Railgun,11000520002,3000.00,32
1302,MK5 Small Snubnosed Railgun,11000520006,12450.00,32
1336,MK9 Medium Snubnosed Railgun,11000620010,199999.00,33
1276,Dark Blood Small Beam Laser,11002110018,,26
1278,Laser Burst Aerator I,11702030002,1300000.00,129
1281,Laser Burst Aerator II,11702030004,6394000.00,129
1284,Algid Energy Administrations Unit II,11702040004,280000.00,129
1285,Cannon Collision Accelerator III,11704000006,124600000.00,130
1286,Cannon Collision Accelerator IV,11704000008,,130
1288,Cannon Burst Aerator II,11704020004,50000000.00,130
1246,Cannon Burst Aerator III,11704020006,264000000.00,130
1250,Cannon Burst Aerator IV,11704020008,,130
1249,Decomposer Collision Accelerator I,11705000002,13500000.00,131
1251,Decomposer Collision Accelerator II,11705000004,21000000.00,131
1252,Decomposer Collision Accelerator III,11705000006,70000000.00,131
1253,Decomposer Collision Accelerator IV,11705000008,,131
1294,Core Defense Capacitor Safeguard IV,11707020008,,134
1297,Core Defense Field Extender II,11707030004,3150000.00,134
1304,Anti-Explosive Screen Reinforcer III,11707040006,2349999.00,134
1308,Anti-EM Screen Reinforcer I,11707050002,199999.00,134
1310,Anti-EM Screen Reinforcer II,11707050004,9500000.00,134
1311,Anti-EM Screen Reinforcer III,11707050006,69000000.00,134
1312,Anti-EM Screen Reinforcer IV,11707050008,,134
1296,Nanobot Accelerator II,11708000004,75000.00,135
1299,Nanobot Accelerator III,11708000006,4000000.00,135
1303,Auxiliary Nano Pump I,11708010002,70000.00,135
1307,Repair Augmentor II,11708020004,290000.00,135
1309,Repair Augmentor III,11708020006,2800000.00,135
1313,Trimark Armor Pump II,11708030004,2500000.00,135
306,Large Damaged InterBus Hull,44130000002,70000.00,169
1257,Emission Scope Sharpener III Blueprint,61714010006,16999000.00,193
1258,Miner Efficiency Upgrade I Blueprint,61717000002,145000.00,194
1259,Miner Efficiency Upgrade II Blueprint,61717000004,3388888.00,194
1260,Miner Efficiency Upgrade III Blueprint,61717000006,,194
1263,Miner Circulation Accelerator II Blueprint,61717010004,54000000.00,194
1291,MK7 Warden Blueprint,64000310008,47500.00,182
1245,MK9 Guard Blueprint,64000320010,1450000.00,182
1261,Merlin Alien Hunter SKIN(permanent),80002100110,,201
1269,Rupture Holy Throne SKIN(permanent),80002701030,,212
1300,Coercer Red copper SKIN(permanent),80500100220,1000000.00,261
1314,Atron Titanium silver SKIN(permanent),80500400080,,202
1316,Catalyst Titanium silver SKIN(permanent),80500400240,18111111.00,206
1318,Condor Ochre SKIN(permanent),80500700070,,201
1320,Stabber Soot SKIN(permanent),80501000680,25000000.00,212
1326,Manticore Fire  SKIN(permanent),80502200760,25000000.00,201
1327,Nemesis Fire  SKIN(permanent),80502200770,,202
1381,Cargohold Optimization III,11710030006,68696969.00,137
1392,Semiconductor Memory Cell I,11711000002,14849999.00,138
1401,Capacitor Control Circuit I,11711010002,22900000.00,138
1408,Targeting System Subcontroller IV,11711030008,,138
1383,Miner Range Controller I,11717020002,30000.00,140
1409,Anti-Explosive Transverse Bulkhead I,11718010002,100000.00,136
1339,MK9 Small Snubnosed Railgun,11000520010,45000.00,32
1362,Core Defense Operational Solidifier II,11707000004,31881.00,134
1340,'Quafe' Small Snubnosed Railgun ,11000520021,790000.00,32
1342,Civilian Medium Snubnosed Railgun,11000620001,11555.00,33
1343,MK5 Medium Snubnosed Railgun,11000620006,40000.00,33
1344,MK7 Medium Snubnosed Railgun,11000620008,99000.00,33
1386,Dread Guristas Small Torpedo Launcher,11019000018,,44
1346,Shadow Serpentis Medium Snubnosed Railgun,11000620017,,33
1338,'Magnate' Medium Snubnosed Railgun ,11000620021,1099999.00,33
1347,Corelum C-Type Medium Snubnosed Railgun,11000620024,1300000.00,33
1348,MK7 Large Snubnosed Railgun,11000720008,475000.00,34
1349,MK1 Small Autocannon,11004120002,1400.00,35
1429,MK9 Miner,11006100010,797000.00,51
1385,MK5 Strip Miner,11008100006,265000.00,52
1400,MK7 Strip Miner,11008100008,3000000.00,52
1403,Gallente Strip Miner,11008100013,,52
1404,MK9 Medium Missile Launcher,11013000010,94000.00,46
1419,Republic Fleet Large Missile Launcher,11014000014,4750000.00,49
1405,True Sansha Large Missile Launcher,11014000017,,49
1406,Dread Guristas Large Missile Launcher,11014000018,,49
1420,Domination Large Missile Launcher,11014000019,,49
1424,MK9 Medium Rapid Missile Launcher,11015000010,154999.00,45
1411,Dread Guristas Large Torpedo Launcher,11020000018,,50
1428,Domination Small Torpedo Launcher,11019000019,,44
1430,Pithi C-Type Small Torpedo Launcher,11019000024,11790000.00,44
1395,Caldari Navy Large Torpedo Launcher,11020000013,475000.00,50
1379,MK5 Sensor Dampener,11319000006,800.00,225
787,'Basic' Guidance Disruptor,11349000012,275000.00,228
1351,Decomposer Discharge Elutriation II,11705020004,900000.00,131
1422,Dread Guristas Small Remote Shield Booster,11101000017,,53
1423,Domination Small Remote Shield Booster,11101000018,,53
1352,Decomposer Discharge Elutriation III,11705020006,9000000.00,131
1353,Decomposer Burst Aerator I,11705030002,6000000.00,131
1355,Warhead Rigor Catalyst II,11706020004,280000.00,132
1356,Rocket Fuel Cache Partition I,11706030002,32000.00,132
1357,Rocket Fuel Cache Partition II,11706030004,475000.00,132
1358,Rocket Fuel Cache Partition III,11706030006,8400000.00,132
1359,Bay Loading Accelerator I,11706050002,2000000.00,132
1393,MK7 Hornet,14000010008,200000.00,59
1396,Civilian Hobgoblin,14000020001,12000.00,59
1360,Bay Loading Accelerator III,11706050006,,132
1361,Bay Loading Accelerator IV,11706050008,,132
1363,Core Defense Operational Solidifier III,11707000006,6500000.00,134
1364,Core Defense Charge Economizer I,11707010002,35000.00,134
1365,Core Defense Charge Economizer II,11707010004,580000.00,134
1366,Core Defense Charge Economizer III,11707010006,8200000.00,134
1367,Core Defense Capacitor Safeguard II,11707020004,128881.00,134
1368,Core Defense Capacitor Safeguard III,11707020006,3277000.00,134
1369,Anti-Explosive Screen Reinforcer II,11707040004,9000.00,134
1370,Anti-Kinetic Screen Reinforcer II,11707060004,59700.00,134
1371,Anti-Kinetic Screen Reinforcer III,11707060006,1300000.00,134
1372,Anti-Thermal Screen Reinforcer I,11707070002,24999.00,134
1373,Anti-Thermal Screen Reinforcer II,11707070004,1250000.00,134
1374,Anti-Thermal Screen Reinforcer III,11707070006,16000000.00,134
1375,Nanobot Accelerator I,11708000002,10000.00,135
1376,Auxiliary Nano Pump III,11708010006,37899999.00,135
1377,Repair Augmentor I,11708020002,55000.00,135
1378,Trimark Armor Pump I,11708030002,120000.00,135
1380,Trimark Armor Pump III,11708030006,16999999.00,135
1425,Anti-Thermal Pump I,11708070002,15000.00,135
1388,Hyperspatial Velocity Optimizer I,11710060002,48000.00,137
1391,Hyperspatial Velocity Optimizer IV,11710060008,,137
1397,Semiconductor Memory Cell II,11711000004,63000000.00,138
1398,Semiconductor Memory Cell III,11711000006,209999999.00,138
1399,Semiconductor Memory Cell IV,11711000008,,138
1402,Capacitor Control Circuit II,11711010004,145000000.00,138
1382,Capacitor Control Circuit III,11711010006,398000000.00,138
1407,Capacitor Control Circuit IV,11711010008,,138
1384,Miner Range Controller IV,11717020008,,140
1410,Anti-EM Transverse Bulkhead I,11718020002,7998.00,136
1412,Anti-EM Transverse Bulkhead II,11718020004,4500.00,136
1413,Anti-EM Transverse Bulkhead III,11718020006,699999.00,136
1414,Anti-Kinetic Transverse Bulkhead I,11718030002,2500.00,136
1389,Anti-Kinetic Transverse Bulkhead II,11718030004,85000.00,136
1390,Anti-Kinetic Transverse Bulkhead III,11718030006,498000.00,136
1415,Anti-Thermal Transverse Bulkhead II,11718040004,15000.00,136
1416,Anti-Thermal Transverse Bulkhead III,11718040006,95000.00,136
1418,Drone Speed Augmentor II,11719020004,1100000.00,133
1421,Imperial Navy Acolyte,14000000012,,59
1394,Caldari Navy Hornet,14000010012,,59
1426,MK3 Hobgoblin,14000020004,26999.00,59
1427,MK5 Hobgoblin,14000020006,240000.00,59
2148,Omber,51004000000,20.00,258
2184,Slasher Interceptor Blueprint,60100000209,2000000.00,171
1433,MK5 Medium Missile Launcher,11013000006,25000.00,46
1435,MK7 Medium Missile Launcher,11013000008,66000.00,46
1481,Corpii C-Type Small Remote Armor Repairer,11102000024,9999998.00,56
1436,Caldari Navy Medium Missile Launcher,11013000013,3800000.00,46
1437,Republic Fleet Medium Missile Launcher,11013000014,5200000.00,46
1438,True Sansha Medium Missile Launcher,11013000017,,46
1441,Dread Guristas Medium Missile Launcher,11013000018,,46
1442,Domination Medium Missile Launcher,11013000019,,46
1443,'Discipline' Medium Missile Launcher ,11013000021,29800000.00,46
1444,Pithum C-Type Medium Missile Launcher,11013000024,42000000.00,46
1446,MK7 Large Missile Launcher,11014000008,250000.00,49
1447,MK9 Large Missile Launcher,11014000010,433333.00,49
1448,Caldari Navy Large Missile Launcher,11014000013,1600000.00,49
1449,Hurricane Large Missile Launcher ,11014000021,35000504.00,49
1473,Dread Guristas Medium Remote Shield Booster,11101100017,,54
1474,Domination Medium Remote Shield Booster,11101100018,,54
1475,Dread Guristas Large Remote Shield Booster,11101200017,,55
1476,Domination Large Remote Shield Booster,11101200018,,55
1479,Shadow Serpentis Small Remote Armor Repairer,11102000018,,56
1450,Pith C-Type Large Missile Launcher,11014000024,72700000.00,49
1451,MK5 Medium Rapid Missile Launcher,11015000006,28000.00,45
1452,Caldari Navy Medium Rapid Missile Launcher,11015000013,4800000.00,45
1455,True Sansha Medium Torpedo Launcher,11017000017,,47
1486,Dark Blood Medium Remote Armor Repairer,11102100017,,57
1487,Shadow Serpentis Medium Remote Armor Repairer,11102100018,,57
1456,MK7 Large Torpedo Launcher,11020000008,538000.00,50
1493,Dark Blood Large Remote Armor Repairer,11102200017,,58
1494,Shadow Serpentis Large Remote Armor Repairer,11102200018,,58
1434,'Barrage' Large Torpedo Launcher,11020000012,1350000.00,50
1458,Republic Fleet Large Torpedo Launcher,11020000014,900000.00,50
1459,True Sansha Large Torpedo Launcher,11020000017,,50
1439,Domination Large Torpedo Launcher,11020000019,,50
1460,Pith C-Type Large Torpedo Launcher,11020000024,10950000.00,50
1496,MK5 Medium Remote Shield Booster,11101100006,49000.00,54
1497,MK7 Medium Remote Shield Booster,11101100008,130000.00,54
1499,MK9 Medium Remote Shield Booster,11101100010,280000.00,54
1500,'Micro' Medium Remote Shield Booster,11101100012,389000.00,54
1517,Gistum C-Type Medium Remote Shield Booster,11101100025,595000.00,54
1518,'Micro' Large Remote Shield Booster,11101200012,1450000.00,55
1519,'Healer' Large Remote Shield Booster ,11101200021,9300000.00,55
1472,MK3 Warrior,14000030004,26000.00,59
1520,Pith C-Type Large Remote Shield Booster,11101200024,21400000.00,55
1521,Gist C-Type Large Remote Shield Booster,11101200025,19999500.00,55
1522,MK5 Small Remote Armor Repairer,11102000006,22000.00,56
1483,MK9 Warrior,14000030010,1019999.00,59
1507,MK7 Infiltrator,14000100008,1999997.00,60
1529,MK7 Small Remote Armor Repairer,11102000008,44000.00,56
1477,Imperial Navy Small Remote Armor Repairer,11102000013,75000.00,56
1478,Dark Blood Small Remote Armor Repairer,11102000017,,56
1488,Coreli C-Type Small Remote Armor Repairer,11102000025,5000000.00,56
1489,MK5 Medium Remote Armor Repairer,11102100006,50000.00,57
1490,MK7 Medium Remote Armor Repairer,11102100008,100000.00,57
1502,MK9 Medium Remote Armor Repairer,11102100010,250000.00,57
1510,MK5 Vespa,14000110006,475000.00,60
1526,MK5 Hammerhead,14000120006,630000.00,60
1527,MK7 Hammerhead,14000120008,2390000.00,60
1484,MK7 Praetor,14000200008,3200000.00,61
1492,MK7 Wasp,14000210008,2450000.00,61
1506,MK7 Ogre,14000220008,2800000.00,61
1516,MK7 Berserker,14000230008,3600000.00,61
1457,MK7 Sensor Dampener,11319000008,99999.00,225
1972,MK5 Gyrostabilizer,11501000006,59000.00,118
1440,Anti-Explosive Pump II,11708040004,2400000.00,135
1445,Anti-Explosive Pump III,11708040006,31000000.00,135
1462,Anti-EM Pump I,11708050002,12000.00,135
1463,Anti-EM Pump II,11708050004,80000.00,135
1464,Anti-EM Pump III,11708050006,2500000.00,135
1465,Anti-Kinetic Pump I,11708060002,9999.00,135
1453,Anti-Kinetic Pump II,11708060004,600000.00,135
1466,Anti-Kinetic Pump III,11708060006,8750000.00,135
1467,Anti-Thermal Pump II,11708070004,185000.00,135
1468,Dynamic Fuel Valve III,11710000006,17888000.00,137
1469,Cargohold Optimization I,11710030002,8699999.00,137
1503,Civilian Acolyte,14000000001,12000.00,59
1504,MK3 Acolyte,14000000004,27000.00,59
1524,MK5 Acolyte,14000000006,200000.00,59
1525,MK7 Acolyte,14000000008,400000.00,59
1480,MK5 Warrior,14000030006,195000.00,59
1482,MK7 Warrior,14000030008,349999.00,59
1498,Republic Fleet Warrior,14000030012,,59
1508,MK9 Infiltrator,14000100010,3946000.00,60
1509,Imperial Navy Infiltrator,14000100012,,60
1511,MK7 Vespa,14000110008,1300000.00,60
1512,MK9 Vespa,14000110010,1994000.00,60
1523,Caldari Navy Vespa,14000110012,,60
1528,MK9 Hammerhead,14000120010,2799997.00,60
1471,Republic Fleet Valkyrie,14000130012,,60
1485,MK9 Praetor,14000200010,9999999.00,61
1491,Imperial Navy Praetor,14000200012,,61
1495,MK9 Wasp,14000210010,10400000.00,61
1515,Federation Navy Ogre,14000220012,,61
1587,MK5 Small Energy Nosferatu,11031000006,387000.00,64
1588,MK7 Small Energy Nosferatu,11031000008,155555.00,64
1589,Dark Blood Small Energy Nosferatu,11031000017,,64
1603,MK9 Large Energy Nosferatu,11031200010,2400000.00,66
1607,'Upir' Large Energy Nosferatu ,11031200012,5700000.00,66
1540,Imperial Navy Large Energy Nosferatu,11031200013,32000000.00,66
1541,Dark Blood Large Energy Nosferatu,11031200017,,66
1536,Civilian Warrior,14000030001,11000.00,59
1537,MK5 Valkyrie,14000130006,750000.00,60
1566,MK7 Curator,14000300008,2099999.00,61
1581,MK7 Warden,14000310008,3499999.00,61
1542,True Sansha Large Energy Nosferatu,11031200018,,66
