name,region_id,jumps_to_jita,security
Hakonen,Lonetrek,7,0.30
PZP1-D,J7HZ-F,,-0.09
R1KE-A,J7HZ-F,,-0.07
JGDF-B,J7HZ-F,,-0.17
1SR-HT,J7HZ-F,,-0.12
SQ-2XA,J7HZ-F,,-0.08
Z-FYJR,J7HZ-F,,-0.21
ZA6-9N,J7HZ-F,,-0.15
J1-6CJ,J7HZ-F,,-0.15
7H-Z5R,J7HZ-F,,-0.13
0RZ5-2,J7HZ-F,,-0.23
A9-NB6,J7HZ-F,,-0.12
LG1-TA,J7HZ-F,,-0.29
TNK-BQ,J7HZ-F,,-0.04
E2AX-5,J7HZ-F,,-0.03
HPE-KP,J7HZ-F,,-0.03
THS-MN,J7HZ-F,,-0.04
UBES-K,J7HZ-F,,-0.06
I-R8B0,J7HZ-F,,-0.04
QIW-TQ,J7HZ-F,,-0.08
WLL-QX,J7HZ-F,,-0.09
BJC4-8,J7HZ-F,,-0.05
PQA-9K,J7HZ-F,,-0.05
S5-U0R,J7HZ-F,,-0.04
CW-R71,J7HZ-F,,-0.02
QO-3LC,J7HZ-F,,-0.12
3E-ER7,J7HZ-F,,-0.07
REZ-YZ,J7HZ-F,,-0.07
OU-AIT,J7HZ-F,,-0.11
VYX2-I,J7HZ-F,,-0.12
5-P3CQ,J7HZ-F,,-0.10
M-FDTD,J7HZ-F,,-0.19
54-VNO,J7HZ-F,,-0.08
IAMZ-5,J7HZ-F,,-0.07
HD3-JK,J7HZ-F,,-0.07
PBXG-A,J7HZ-F,,-0.05
9-ERCP,J7HZ-F,,-0.10
KN7M-N,J7HZ-F,,-0.04
Z-D1DW,J7HZ-F,,-0.35
FO-3PJ,J7HZ-F,,-0.44
6-QXE6,J7HZ-F,,-0.47
N-FKXV,J7HZ-F,,-0.65
X7-8IG,J7HZ-F,,-0.36
R-G1SF,J7HZ-F,,-0.46
6-NCE7,J7HZ-F,,-0.03
WDJQ-G,J7HZ-F,,-0.03
JS3-RS,J7HZ-F,,-0.02
JX-T1W,J7HZ-F,,-0.02
CZ-CED,J7HZ-F,,-0.03
BKK4-H,J7HZ-F,,-0.05
Y-4V7U,J7HZ-F,,-0.06
L-TPN0,J7HZ-F,,-0.02
3-XORH,J7HZ-F,,-0.02
G1VU-H,J7HZ-F,,-0.01
W6H6-K,J7HZ-F,,-0.04
6-23NU,J7HZ-F,,-0.01
DVAR-P,J7HZ-F,,-0.02
J-JS0D,J7HZ-F,,-0.01
VR3-PS,J7HZ-F,,-0.11
LH-J8H,J7HZ-F,,-0.22
I9D-0D,J7HZ-F,,-0.25
HGB-C6,J7HZ-F,,-0.21
2L5-FI,J7HZ-F,,-0.24
RS08-B,J7HZ-F,,-0.24
4U-14I,J7HZ-F,,-0.32
H-EDXD,J7HZ-F,,-0.32
8-ULAA,J7HZ-F,,-0.29
KF1-DU,J7HZ-F,,-0.42
W-WQM5,J7HZ-F,,-0.37
G5J-LH,J7HZ-F,,-0.54
H7OL-I,J7HZ-F,,-0.28
TO21-U,J7HZ-F,,-0.28
RN-5K9,J7HZ-F,,-0.30
0M-M64,J7HZ-F,,-0.29
W5-SGC,J7HZ-F,,-0.27
8RV-1L,J7HZ-F,,-0.37
1C-TD6,J7HZ-F,,-0.38
YBYX-1,J7HZ-F,,-0.23
L-WG68,The Spire,,-0.31
E4-E8W,The Spire,,-0.37
HIK-MC,The Spire,,-0.35
B9EA-G,The Spire,,-0.19
E-BFLT,The Spire,,-0.43
GZM-KB,The Spire,,-0.19
5LAJ-8,The Spire,,-0.20
C6C-K9,The Spire,,-0.60
AL-JSG,The Spire,,-0.43
ETO-OT,The Spire,,-0.80
KPI-OW,The Spire,,-0.31
A-J6SN,The Spire,,-0.80
OTJ-4W,The Spire,,-0.20
AG-SYG,The Spire,,-0.91
1I5-0V,The Spire,,-0.53
VX1-HV,The Spire,,-0.30
JNG7-K,The Spire,,-0.30
K-XJJT,The Spire,,-0.17
FO1U-K,The Spire,,-0.43
6U-1RX,The Spire,,-0.40
Y4OK-W,The Spire,,-0.49
P-NI4K,The Spire,,-0.15
T6T-BQ,The Spire,,-0.67
N-PS2Y,The Spire,,-0.67
K-BBYU,The Spire,,-0.61
0J-MQW,The Spire,,-0.91
XT-1E0,The Spire,,-0.33
3ET-G8,The Spire,,-0.39
MOSA-I,The Spire,,-0.80
B6-XE8,The Spire,,-0.72
JLH-FN,The Spire,,-0.70
DFTK-D,The Spire,,-0.87
4HF-4R,The Spire,,-0.71
Y8K-5B,The Spire,,-0.68
L7-BLT,The Spire,,-0.92
8P-LKL,The Spire,,-0.41
Q-UVY6,The Spire,,-0.38
RXA-W1,The Spire,,-0.34
QFU-4S,The Spire,,-0.37
QQGH-G,The Spire,,-0.34
VK6-EZ,The Spire,,-0.30
JVA-FE,The Spire,,-0.42
P65-TA,The Spire,,-0.63
G-VFVB,The Spire,,-0.29
Y4B-BQ,The Spire,,-0.36
EU-WFW,The Spire,,-0.15
K-YL9T,The Spire,,-0.11
GTB-O4,The Spire,,-0.13
6W-6O9,The Spire,,-0.12
H4X-0I,The Spire,,-0.18
C-BHDN,The Spire,,-0.38
R-RE2B,The Spire,,-0.18
4DH-ST,The Spire,,-0.92
OSW-0P,The Spire,,-1.00
GF-GR7,The Spire,,-0.10
DVN6-0,The Spire,,-0.11
Z19-B8,The Spire,,-0.07
HPMN-V,The Spire,,-0.09
XR-ZL7,The Spire,,-0.08
U1-VHY,The Spire,,-0.11
OTJ9-E,The Spire,,-0.55
LH-LY1,The Spire,,-0.72
7-QOYS,The Spire,,-0.90
KS8G-M,The Spire,,-0.53
ZWM-BB,The Spire,,-1.00
S-CUEA,The Spire,,-0.60
L-EUY2,The Spire,,-0.52
JL-ZUQ,The Spire,,-0.46
X-KHRZ,The Spire,,-0.62
WIW-X8,The Spire,,-0.96
QRH-BF,The Spire,,-0.94
M-NP5O,The Spire,,-1.00
2-NF2Z,A821-A,,-0.03
0Z-VHC,A821-A,,-0.02
9-BUSQ,A821-A,,-0.02
LQB-TC,A821-A,,-0.03
II-1B3,A821-A,,-0.02
6-HFD6,A821-A,,-0.02
P3UD-M,A821-A,,-0.04
LCN-0V,A821-A,,-0.03
FX-XMW,A821-A,,-0.02
G-N6MC,A821-A,,-0.02
7-8XK0,A821-A,,-0.03
90G-OA,A821-A,,-0.03
DT-7EO,A821-A,,-0.03
B-Y06L,A821-A,,-0.07
HHQ-8L,A821-A,,-0.03
Z-KPAR,A821-A,,-0.06
8U-RZH,A821-A,,-0.02
2RV-06,A821-A,,-0.08
CLDT-L,A821-A,,-0.05
QU7-EE,A821-A,,-0.02
UC-X28,A821-A,,-0.03
R79-I7,A821-A,,-0.04
E-RPGP,A821-A,,-0.03
ZV-KZO,A821-A,,-0.02
NSE-U1,A821-A,,-0.02
KER-EU,A821-A,,-0.04
69A-54,A821-A,,-0.03
M9-OS2,A821-A,,-0.02
5V-YL6,A821-A,,-0.03
8-UWFS,A821-A,,-0.01
PQWA-L,A821-A,,-0.01
BWO-UU,A821-A,,-0.01
SQVI-U,A821-A,,-0.03
T-YWDD,A821-A,,-0.05
DLY-RG,A821-A,,-0.07
T-C5A0,A821-A,,-0.10
UP-L3Y,A821-A,,-0.06
F-KBNV,A821-A,,-0.05
JL-P9P,A821-A,,-0.11
FR-RCH,A821-A,,-0.02
FNS3-F,A821-A,,-0.02
7BA-TK,A821-A,,-0.01
IAWJ-X,A821-A,,-0.02
50-TJY,A821-A,,-0.03
3-CE1R,A821-A,,-0.02
0IRK-R,A821-A,,-0.01
Tividu,Tash-Murkon,13,0.57
Tendhyes,Tash-Murkon,13,0.59
Goram,Tash-Murkon,14,0.60
Anjedin,Tash-Murkon,12,0.52
Adahum,Tash-Murkon,15,0.61
Ahrosseas,Tash-Murkon,13,0.58
Riramia,Tash-Murkon,13,0.57
Nafomeh,Tash-Murkon,11,0.71
Pimsu,Tash-Murkon,12,0.73
Jarzalad,Tash-Murkon,12,0.61
Matyas,Tash-Murkon,13,0.55
Imeshasa,Tash-Murkon,13,0.58
Ivih,Tash-Murkon,13,0.55
Seil,Tash-Murkon,14,0.59
Mani,Tash-Murkon,14,0.82
Sehmosh,Tash-Murkon,14,0.57
Dabrid,Tash-Murkon,15,0.65
Gyerzen,Tash-Murkon,16,0.44
Hibi,Tash-Murkon,14,0.50
Gemodi,Tash-Murkon,15,0.36
Chamume,Tash-Murkon,16,0.29
Nuzair,Tash-Murkon,15,0.54
Pera,Tash-Murkon,15,0.46
Shousran,Tash-Murkon,16,0.55
Yong,Tash-Murkon,16,0.29
Pimebeka,Tash-Murkon,11,0.68
Baviasi,Tash-Murkon,11,0.80
Tash-Murkon Prime,Tash-Murkon,10,0.83
Emrayur,Tash-Murkon,11,1.00
Shesha,Tash-Murkon,12,0.94
Hilaban,Tash-Murkon,11,0.89
Sacalan,Tash-Murkon,13,0.56
Mimen,Tash-Murkon,14,0.53
Thashkarai,Tash-Murkon,12,0.61
Atoosh,Tash-Murkon,13,0.63
Unkah,Tash-Murkon,14,0.65
Hoona,Tash-Murkon,13,0.49
Teshkat,Tash-Murkon,13,0.42
Keshirou,Tash-Murkon,14,0.24
Nasesharafa,Tash-Murkon,15,0.17
Tirbam,Tash-Murkon,16,0.16
Ordat,Tash-Murkon,14,0.27
Rethan,Tash-Murkon,14,0.37
Lossa,Tash-Murkon,12,0.84
Onazel,Tash-Murkon,13,0.74
Asesamy,Tash-Murkon,14,0.65
Hostni,Tash-Murkon,15,0.79
Mimime,Tash-Murkon,16,0.85
Kibursha,Tash-Murkon,16,0.76
Perdan,Tash-Murkon,17,0.86
Abai,Tash-Murkon,12,0.73
Nehkiah,Tash-Murkon,13,0.61
Iro,Tash-Murkon,13,0.56
Ahkour,Tash-Murkon,14,0.66
Gaknem,Tash-Murkon,14,0.61
Siyi,Tash-Murkon,14,0.51
Remoriu,Tash-Murkon,11,0.65
Yanuel,Tash-Murkon,11,0.75
Nafrivik,Tash-Murkon,12,0.59
Taru,Tash-Murkon,12,0.75
Arkoz,Tash-Murkon,12,0.78
Azhgabid,Tash-Murkon,13,0.80
Jinizu,Tash-Murkon,13,0.79
Phoren,Tash-Murkon,13,0.61
Asezai,Tash-Murkon,13,0.64
Ferira,Tash-Murkon,14,0.58
Yeder,Tash-Murkon,14,0.63
Azerakish,Tash-Murkon,14,0.63
Lari,Tash-Murkon,15,0.49
Yasud,Tash-Murkon,15,0.63
Ghishul,Tash-Murkon,15,0.70
Moutid,Tash-Murkon,15,0.71
Goni,Tash-Murkon,13,0.79
Adar,Tash-Murkon,14,0.80
Paye,Tash-Murkon,14,0.64
Sagain,Tash-Murkon,14,0.43
Modun,Tash-Murkon,13,0.34
Saminer,Tash-Murkon,14,0.29
Marthia,Tash-Murkon,11,0.93
Assiad,Tash-Murkon,12,0.95
Rumida,Tash-Murkon,13,0.91
Nosodnis,Tash-Murkon,13,0.93
Iswa,Tash-Murkon,14,0.84
Rand,Tash-Murkon,12,0.87
Sizamod,Tash-Murkon,15,0.72
Sinid,Tash-Murkon,14,0.73
Alra,Tash-Murkon,13,0.82
Ilas,Tash-Murkon,13,0.83
Zith,Tash-Murkon,13,0.87
Tew,Tash-Murkon,12,0.95
Zehru,Tash-Murkon,13,0.91
Uhodoh,Tash-Murkon,14,0.80
Esa,Tash-Murkon,15,0.76
Hath,Tash-Murkon,15,0.80
Judra,Tash-Murkon,15,0.76
Sharios,Tash-Murkon,16,0.66
Arakor,Tash-Murkon,16,0.69
Ahteer,Tash-Murkon,17,0.70
Kari,Tash-Murkon,16,0.57
JUE-DX,Outer Passage,,-0.35
HLR-GL,Outer Passage,,-0.25
80G-H5,Outer Passage,,-0.49
2EV-BA,Outer Passage,,-0.25
M1-PX9,Outer Passage,,-0.34
W9-TFD,Outer Passage,,-0.14
QHH-13,Outer Passage,,-0.58
J4AQ-O,Outer Passage,,-0.61
O-O2GN,Outer Passage,,-0.24
I-HRX3,Outer Passage,,-0.17
XUPK-Z,Outer Passage,,-0.18
M4U-EH,Outer Passage,,-0.63
WK2F-Y,Outer Passage,,-0.20
WIO-OL,Outer Passage,,-0.14
1-10QG,Outer Passage,,-0.02
YQM-P1,Outer Passage,,-0.17
6-GRN7,Outer Passage,,-0.01
TFPT-U,Outer Passage,,-0.01
D-JVGJ,Outer Passage,,-0.22
K4UV-G,Outer Passage,,-0.27
Q7E-DU,Outer Passage,,-0.26
9Z-XJN,Outer Passage,,-0.26
ZEZ1-9,Outer Passage,,-0.41
QFRV-2,Outer Passage,,-0.46
HZID-J,Outer Passage,,-0.23
8-AA98,Outer Passage,,-0.37
EZWQ-X,Outer Passage,,-0.66
2ULC-J,Outer Passage,,-0.75
T0DT-T,Outer Passage,,-0.85
QG3-Z0,Outer Passage,,-0.33
RT64-C,Outer Passage,,-0.23
2ID-87,Outer Passage,,-0.34
FVQF-W,Outer Passage,,-0.33
8K-QCZ,Outer Passage,,-0.36
JBUH-H,Outer Passage,,-0.48
XDTW-F,Outer Passage,,-0.43
0-4VQL,Outer Passage,,-0.49
SN-DZ6,Outer Passage,,-0.67
DJ-GBH,Outer Passage,,-0.63
I0N-BM,Outer Passage,,-0.75
QOK-SX,Outer Passage,,-0.61
24I-FE,Outer Passage,,-0.72
4H-YJZ,Outer Passage,,-0.76
2-84WC,Outer Passage,,-0.89
V-SEE6,Outer Passage,,-0.70
U-FQ21,Outer Passage,,-0.90
NHKO-4,Outer Passage,,-0.76
KGCF-5,Outer Passage,,-0.83
Y-UO9U,Outer Passage,,-0.83
XME-SW,Outer Passage,,-0.83
JX-SOA,Outer Passage,,-0.90
VH-9VO,Outer Passage,,-0.98
P-T9VC,Outer Passage,,-1.00
9S-GPT,Outer Passage,,-0.25
UAJ5-K,Outer Passage,,-0.23
XJ-AG7,Outer Passage,,-0.26
2WU-XT,Outer Passage,,-0.12
J7X-VN,Outer Passage,,-0.18
F-WCLC,Outer Passage,,-0.08
G-HE0N,Outer Passage,,-0.23
YC-ANK,Outer Passage,,-0.16
LTT-AP,Outer Passage,,-0.09
8RL-OG,Outer Passage,,-0.54
R3P0-Z,Outer Passage,,-0.75
ZZK-VF,Outer Passage,,-0.62
SN-Q1T,Outer Passage,,-0.74
L1YK-V,Outer Passage,,-0.50
ZJ-5IS,Outer Passage,,-0.43
GA58-7,Outer Passage,,-0.70
J-0KB3,Outer Passage,,-0.82
UC-8XF,Outer Passage,,-0.74
90-A1P,Outer Passage,,-0.70
4AZV-W,Outer Passage,,-0.85
UNV-3J,Outer Passage,,-0.71
7F-2FB,Outer Passage,,-0.92
MC4C-H,Outer Passage,,-0.53
OW-QXW,Outer Passage,,-0.40
3-QNM4,Outer Passage,,-0.74
UEPO-D,Outer Passage,,-0.39
NQ-M6W,Outer Passage,,-0.57
P-8PDJ,Outer Passage,,-0.34
VE-W7O,Outer Passage,,-0.75
CNHV-M,Outer Passage,,-0.70
NEU-UD,Outer Passage,,-0.68
N-I024,Outer Passage,,-0.54
4O-ZRI,Outer Passage,,-0.75
Y-7XVJ,Outer Passage,,-0.65
RQNF-9,Outer Passage,,-0.77
DSS-EZ,Stain,33,-0.26
MB4D-4,Stain,34,-0.22
LGK-VP,Stain,35,-0.12
E-C0SR,Stain,36,-0.08
X1E-OQ,Stain,36,-0.10
VTGN-U,Stain,37,-0.07
0Y1-M7,Stain,38,-0.08
Q-Q2S6,Stain,37,-0.09
WHG2-7,Stain,38,-0.10
9RQ-L8,Stain,39,-0.07
32-GI9,Stain,38,-0.08
TG-Z23,Stain,40,-0.05
IP-MVJ,Stain,41,-0.04
4J-ZC9,Stain,40,-0.06
7R5-7R,Stain,39,-0.13
Y1-UQ2,Stain,40,-0.17
HM-UVD,Stain,41,-0.25
G-ME2K,Stain,42,-0.26
WNS-7J,Stain,41,-0.31
57M7-W,Stain,40,-0.22
JS-E8E,Stain,41,-0.07
FV-SE8,Stain,42,-0.08
FZSW-Y,Stain,43,-0.06
UF-KKH,Stain,44,-0.05
O5Y3-W,Stain,45,-0.08
0GN-VO,Stain,46,-0.09
9U6-SV,Stain,47,-0.08
4GQ-XQ,Stain,48,-0.03
R8-5XF,Stain,49,-0.03
2IGP-1,Stain,49,-0.03
Z2-QQP,Stain,50,-0.03
GDEW-0,Stain,50,-0.02
PSJ-10,Stain,51,-0.02
2-V0KY,Stain,49,-0.02
U-WLT9,Stain,51,-0.04
ZG8Q-N,Stain,52,-0.04
40GX-P,Stain,52,-0.02
37S-KO,Stain,53,-0.04
4J9-DK,Stain,53,-0.06
A-GPTM,Stain,52,-0.08
HQ-TDJ,Stain,54,-0.04
WBLF-0,Stain,55,-0.03
GDO-7H,Stain,50,-0.03
NZG-LF,Stain,51,-0.02
UJM-RD,Stain,52,-0.02
L0AD-B,Stain,52,-0.02
8ZO-CK,Stain,53,-0.01
WEQT-K,Stain,54,-0.01
8O-OSG,Stain,52,-0.03
1H-I12,Stain,55,-0.01
D9D-GD,Stain,56,0.00
4A-XJ6,Stain,56,-0.01
GU-54G,Stain,56,-0.01
7-X3RN,Stain,57,-0.01
BF-FVB,Stain,57,0.00
9O-ZTS,Stain,57,-0.01
8KQR-O,Stain,55,-0.02
F9SX-1,Stain,56,-0.01
0G-A25,Stain,57,-0.02
WJO0-G,Stain,57,-0.01
S91-TI,Stain,58,-0.01
V1V-6F,Stain,59,-0.01
S-DLKC,Stain,51,-0.12
42-UOW,Stain,50,-0.13
CBGG-0,Stain,49,-0.12
A4UG-O,Stain,50,-0.13
W-VXL9,Stain,51,-0.16
U2-BJ2,Stain,51,-0.19
UKYS-5,Stain,48,-0.13
RV5-DW,Stain,49,-0.12
KP-FQ1,Stain,48,-0.11
RLDS-R,Stain,49,-0.10
QM-O7J,Stain,47,-0.14
0-7XA8,Stain,50,-0.07
X5O1-L,Stain,60,-0.01
F-TVAP,Stain,61,-0.01
6Y-0TW,Stain,62,-0.01
TL-T9Z,Stain,63,-0.01
E7-WSY,Stain,64,-0.01
B-G1LG,Stain,63,-0.01
T-8UOF,Stain,52,-0.24
DP-2WP,Stain,53,-0.28
MMR-LZ,Stain,53,-0.32
I-ME3L,Stain,53,-0.20
YE17-R,Stain,54,-0.35
T7-JNB,Stain,54,-0.31
LB0-A1,Stain,54,-0.34
S-BWWQ,Stain,55,-0.22
Z-R96X,Stain,53,-0.28
J-AYLV,Stain,55,-0.37
DABV-N,Stain,54,-0.36
ZH-KEV,Stain,55,-0.19
LC-1ED,Stain,46,-0.14
RPS-0K,Stain,47,-0.21
VNPF-7,Stain,45,-0.11
CJF-1P,Stain,44,-0.10
U6-FCE,Stain,48,-0.23
L6B-0N,Stain,49,-0.23
Z-XMUC,Stain,45,-0.13
6QBH-S,Stain,49,-0.25
RRWI-5,Stain,56,-0.04
Y-4U62,Stain,57,-0.06
EAWE-2,Stain,57,-0.06
I-3FET,Stain,57,-0.03
QCKK-T,Stain,58,-0.06
RP-H66,Stain,59,-0.07
JU-UYK,Stain,51,-0.06
O-FTHE,Stain,52,-0.04
W-Q233,Stain,53,-0.03
4XW2-D,Stain,54,-0.03
J5NU-K,Stain,54,-0.03
EOT-XL,Stain,55,-0.02
RVRE-Z,Stain,55,-0.02
B-2UL0,Stain,56,-0.02
L-A9FS,Stain,56,-0.01
OOO-FS,Stain,57,-0.01
373Z-7,Stain,58,-0.01
JVJ2-N,Stain,50,-0.17
2B-3M4,Stain,51,-0.14
A-XASO,Stain,52,-0.15
5J-UEX,Stain,51,-0.15
1H4V-O,Stain,52,-0.10
LGL-SD,Stain,52,-0.17
A-DZA8,Stain,53,-0.19
O-CT8N,Stain,53,-0.07
Z-6YQC,Stain,54,-0.21
F7-ICZ,Stain,55,-0.26
XFBE-T,Stain,55,-0.19
T-NNJZ,Stain,56,-0.30
DK6W-I,Stain,56,-0.12
0T-LIB,Stain,56,-0.21
NRT4-U,Stain,56,-0.33
KQK1-2,Pure Blind,17,-0.16
O-BY0Y,Pure Blind,18,-0.14
2D-0SO,Pure Blind,19,-0.15
UR-E6D,Pure Blind,19,-0.19
X47L-Q,Pure Blind,18,-0.25
D7T-C0,Pure Blind,20,-0.20
KI-TL0,Pure Blind,21,-0.18
EL8-4Q,Pure Blind,22,-0.16
JC-YX8,Pure Blind,23,-0.13
5-9WNU,Pure Blind,21,-0.19
XI-VUF,Pure Blind,22,-0.19
N-H32Y,Pure Blind,23,-0.15
12YA-2,Pure Blind,20,-0.18
BDV3-T,Pure Blind,19,-0.16
J-CIJV,Pure Blind,18,-0.24
X-7OMU,Pure Blind,17,-0.14
CXN1-Z,Pure Blind,18,-0.12
KLY-C0,Pure Blind,18,-0.10
CL6-ZG,Pure Blind,19,-0.12
G95-VZ,Pure Blind,19,-0.24
ROIR-Y,Pure Blind,20,-0.24
EC-P8R,Pure Blind,13,-0.45
EWOK-K,Pure Blind,14,-0.31
O-N8XZ,Pure Blind,15,-0.19
G-M4I8,Pure Blind,14,-0.30
MI6O-6,Pure Blind,16,-0.13
L-TS8S,Pure Blind,16,-0.21
93PI-4,Pure Blind,14,-0.17
ION-FG,Pure Blind,20,-0.13
C-H9X7,Pure Blind,21,-0.11
A8I-C5,Pure Blind,22,-0.12
DK-FXK,Pure Blind,23,-0.08
M-76XI,Pure Blind,24,-0.08
ZJET-E,Pure Blind,24,-0.10
U-INPD,Pure Blind,23,-0.10
WW-KGD,Pure Blind,18,-0.18
XQ-PXU,Pure Blind,17,-0.15
M-YCD4,Pure Blind,16,-0.18
Q-5211,Pure Blind,16,-0.14
R-2R0G,Pure Blind,15,-0.21
CR-AQH,Pure Blind,16,-0.28
8S-0E1,Pure Blind,20,-0.23
5ZXX-K,Pure Blind,19,-0.23
JE-D5U,Pure Blind,18,-0.22
2-6TGQ,Pure Blind,20,-0.21
OE-9UF,Pure Blind,19,-0.21
PFU-LH,Pure Blind,19,-0.26
R6XN-9,Pure Blind,17,-0.18
3V8-LJ,Pure Blind,18,-0.17
B8EN-S,Pure Blind,18,-0.16
R-LW2I,Pure Blind,19,-0.15
DP-1YE,Pure Blind,19,-0.17
4-ABS8,Pure Blind,19,-0.19
7RM-N0,Pure Blind,19,-0.06
S-MDYI,Pure Blind,20,-0.05
ZKYV-W,Pure Blind,20,-0.06
F-NMX6,Pure Blind,20,-0.06
GA-P6C,Pure Blind,20,-0.08
FWA-4V,Pure Blind,19,-0.02
RZC-16,Pure Blind,18,-0.03
RD-G2R,Pure Blind,20,-0.13
UC3H-Y,Pure Blind,21,-0.10
6GWE-A,Pure Blind,22,-0.08
J-OK0C,Pure Blind,23,-0.06
KDV-DE,Pure Blind,22,-0.09
MT9Q-S,Pure Blind,22,-0.09
B-9C24,Pure Blind,21,-0.07
P-2TTL,Pure Blind,22,-0.10
7X-VKB,Pure Blind,22,-0.07
E-Z2ZX,Pure Blind,23,-0.12
RORZ-H,Pure Blind,23,-0.13
O-A6YN,Pure Blind,23,-0.12
MQ-NPY,Pure Blind,17,-0.03
D2-HOS,Pure Blind,17,-0.03
Y2-6EA,Pure Blind,18,-0.03
TFA0-U,Pure Blind,18,-0.03
RQH-MY,Pure Blind,16,-0.03
HPS5-C,Pure Blind,18,-0.04
DT-TCD,Pure Blind,19,-0.02
KU5R-W,Pure Blind,24,-0.17
H1-J33,Pure Blind,24,-0.20
Y-C3EQ,Pure Blind,23,-0.14
OGV-AS,Pure Blind,24,-0.14
7D-0SQ,Pure Blind,22,-0.12
UI-8ZE,Pure Blind,25,-0.21
Bei,Metropolis,10,0.56
Uttindar,Metropolis,10,0.50
Hagilur,Metropolis,9,0.36
Anher,Metropolis,10,0.46
Ragnarg,Metropolis,10,0.39
Hek,Metropolis,9,0.55
Hror,Metropolis,10,0.51
Amo,Metropolis,11,0.47
Resbroko,Metropolis,11,0.44
Hadozeko,Metropolis,12,0.40
Ardar,Metropolis,13,0.37
Auner,Metropolis,12,0.41
Evati,Metropolis,11,0.25
Ofstold,Metropolis,12,0.27
Todifrauan,Metropolis,12,0.12
Helgatild,Metropolis,13,0.15
Arnstur,Metropolis,13,0.12
Lasleinur,Metropolis,12,0.24
Arnher,Metropolis,11,0.19
Brin,Metropolis,14,0.15
Nakugard,Metropolis,10,0.52
Traun,Metropolis,11,0.63
Uriok,Metropolis,11,0.50
Barkrik,Metropolis,11,0.56
Inder,Metropolis,11,0.51
Tvink,Metropolis,11,0.48
Lanngisi,Metropolis,11,0.46
Hjoramold,Metropolis,12,0.51
Dudreda,Metropolis,10,0.29
Hakisalki,Metropolis,11,0.21
Arwa,Metropolis,12,0.13
Krirald,Metropolis,11,0.16
Arifsdald,Metropolis,11,0.09
Ansen,Metropolis,12,0.14
Floseswin,Metropolis,14,0.40
Uisper,Metropolis,15,0.39
Aset,Metropolis,15,0.36
Eytjangard,Metropolis,16,0.36
Turnur,Metropolis,16,0.39
Isbrabata,Metropolis,16,0.36
Vimeini,Metropolis,16,0.35
Avenod,Metropolis,15,0.39
Frerstorn,Metropolis,14,0.31
Ontorn,Metropolis,15,0.32
Sirekur,Metropolis,15,0.31
Gebuladi,Metropolis,15,0.26
Ebolfer,Metropolis,15,0.25
Eszur,Metropolis,15,0.21
Hofjaldgund,Metropolis,15,0.27
Klogori,Metropolis,13,0.30
Orfrold,Metropolis,13,0.23
Egmar,Metropolis,12,0.25
Taff,Metropolis,13,0.15
Ualkin,Metropolis,14,0.15
Gukarla,Metropolis,14,0.12
NS2L-4,Immensea,36,-0.58
QI-S9W,Immensea,38,-0.34
B-S347,Immensea,37,-0.58
PPFB-U,Immensea,40,-0.07
AF0-V5,Immensea,38,-0.40
B-A587,Immensea,39,-0.23
Y19P-1,Immensea,37,-0.17
B9E-H6,Immensea,36,-0.37
SPBS-6,Immensea,38,-0.18
JDAS-0,Immensea,37,-0.29
A4B-V5,Immensea,38,-0.15
LN-56V,Immensea,38,-0.22
Y2-QUV,Immensea,38,-0.28
O7-7UX,Immensea,39,-0.26
Z8-81T,Immensea,33,-0.19
XD-JW7,Immensea,31,-0.24
DY-P7Q,Immensea,34,-0.23
H-RXNZ,Immensea,32,-0.20
ZBP-TP,Immensea,35,-0.10
XVV-21,Immensea,35,-0.32
GXK-7F,Immensea,35,-0.33
EA-HSA,Immensea,36,-0.52
78TS-Q,Immensea,36,-0.18
WYF8-8,Immensea,37,-0.60
CJNF-J,Immensea,36,-0.22
FYI-49,Immensea,38,-0.70
RF6T-8,Immensea,34,-0.59
ZJA-6U,Immensea,34,-0.57
94FR-S,Immensea,35,-0.62
Q-HJ97,Immensea,34,-0.42
GM-0K7,Immensea,33,-0.39
I-NGI8,Immensea,35,-0.59
R-ZUOL,Immensea,36,-0.64
E1F-LK,Immensea,35,-0.45
Z4-QLD,Immensea,34,-0.28
QE-E1D,Immensea,39,-0.27
LK1K-5,Immensea,40,-0.30
REB-KR,Immensea,40,-0.27
Z-H2MA,Immensea,41,-0.27
L-5JCJ,Immensea,41,-0.26
B-KDOZ,Immensea,42,-0.25
4-GB14,Immensea,41,-0.25
PH-NFR,Immensea,37,-0.24
DW-N2S,Immensea,38,-0.21
W-FHWJ,Immensea,38,-0.24
X-6WC7,Immensea,38,-0.37
D-BAMJ,Immensea,39,-0.13
JKWP-U,Immensea,39,-0.24
RHE7-W,Immensea,40,-0.08
F76-8Q,Immensea,41,-0.06
O3Z5-G,Immensea,35,-0.65
4DV-1T,Immensea,36,-0.59
XS-K1O,Immensea,37,-0.54
FN-DSR,Immensea,38,-0.40
B-R5RB,Immensea,36,-0.71
7-ZT1Y,Immensea,39,-0.30
9-XN3F,Immensea,43,-0.35
AC-7LZ,Immensea,44,-0.30
LBA-SO,Immensea,45,-0.27
Y-FZ5N,Immensea,43,-0.41
E8-YS9,Immensea,45,-0.30
U79-JF,Immensea,44,-0.56
B2-UQW,Immensea,41,-0.37
U9U-TQ,Immensea,42,-0.35
6-I162,Immensea,42,-0.48
